Timestamp,Ax(m/s^2),Ay(m/s^2),Az(m/s^2),Gx(deg/s),Gy(deg/s),Gz(deg/s)
1745410603.2016,-0.5722,-0.3112,9.2201,-2.4427,-0.6107,0.1221
1745410603.3076,-0.7278,-0.1939,9.4571,-1.8092,-0.8015,0.1908
1745410603.4136,-0.5028,-0.1844,9.5433,-2.7099,-0.6183,0.3893
1745410603.5196,-0.6680,-0.2634,9.7468,-2.5878,-0.7786,0.1679
1745410603.6255,-0.6105,-0.3543,9.1985,-2.2137,-0.7023,0.2901
1745410603.7315,-0.7374,-0.3041,9.7731,-1.7634,-0.9389,0.3588
1745410603.8375,-0.5004,-0.1748,9.1267,-2.7786,-0.4962,0.0763
1745410603.9435,-0.6416,-0.2251,9.6558,-2.1145,-0.4733,0.1985
1745410604.0494,-0.6369,-0.4501,9.8713,-1.6947,-0.5649,0.2977
1745410604.1554,-0.7542,-0.3663,10.0173,-1.7023,-1.1450,0.0916
1745410604.2614,-0.6393,-0.3926,9.5217,-2.0000,-0.8473,0.4122
1745410604.3674,-0.6345,-0.1197,9.8162,-2.5802,-0.1145,0.4275
1745410604.4733,-0.5890,-0.3950,10.2687,-2.0687,-0.7176,0.1527
1745410604.5794,-0.7039,-0.3160,9.6343,-2.0000,-1.1985,0.3282
1745410604.6854,-0.6249,-0.3304,9.4379,-2.0687,-0.9771,0.3817
1745410604.7914,-0.6177,-0.0958,9.8426,-2.4198,-0.4809,0.5191
1745410604.8973,-0.5938,-0.2849,9.5409,-2.2366,-0.5725,0.3511
1745410605.0034,-0.8164,-0.3496,10.1658,-1.3893,-0.8855,0.4275
1745410605.1094,-0.6656,-0.3089,9.6869,-0.0076,-0.7405,0.1298
1745410605.2162,-0.4932,-0.1867,9.3494,-2.6794,-0.4275,0.3359
1745410605.3223,-0.6919,-0.5004,10.2256,-1.4809,-0.0763,0.2290
1745410605.4284,-0.6440,-0.3424,9.6989,-1.7634,-0.7023,0.2977
1745410605.5345,-0.5148,-0.0287,9.1363,-2.4656,-0.7328,-1.8626
1745410605.6420,-0.5674,-0.1867,9.8976,-2.2901,-0.1985,0.5267
1745410605.7481,-0.6656,-0.4549,9.9958,-2.0382,-0.8931,0.0382
1745410605.8541,-0.7422,-0.4429,9.7205,-1.7786,-0.7252,0.2748
1745410605.9601,-0.5818,-0.4477,9.6510,-1.7710,-0.7786,0.4275
1745410606.0661,-0.6488,-0.1628,9.9862,-2.5573,-0.4962,0.3588
1745410606.1722,-0.7422,-0.2801,9.7133,-2.2214,-1.9924,0.3053
1745410606.2782,-0.5363,-0.3783,9.5624,-1.8702,-0.1679,-0.0687
1745410606.3842,-0.6488,-0.3328,9.5624,-1.7176,-0.8244,0.1221
1745410606.4902,-3.0885,-2.3607,9.9335,-2.3740,-0.2290,-0.4656
1745410606.5963,-0.6871,-0.3232,9.8665,-3.9084,-1.4580,0.4046
1745410606.7023,-0.7278,-0.5219,9.7947,-1.8397,-0.7786,0.0992
1745410606.8098,-0.6991,-0.4118,9.4786,-2.1679,-1.2137,0.3206
1745410606.9159,-1.1588,-0.6608,9.4236,3.2137,-1.3282,53.9924
1745410607.0220,-0.6776,-0.2945,9.7229,-2.0916,-0.4122,0.5267
1745410607.1317,-0.8859,-0.3280,9.6079,-0.0305,-0.5267,0.1679
1745410607.2378,-0.6728,-0.3926,9.8019,-1.8015,-1.9237,1.8550
1745410607.3438,-0.3759,-0.0838,9.7779,-2.6183,-4.2824,-30.5191
1745410607.4499,-0.9505,-0.4741,9.8641,-0.0076,-2.7252,0.3893
1745410607.5559,-0.7733,-0.2825,9.6917,-1.5649,-0.1145,0.6489
1745410607.6637,-0.8475,-0.2562,9.5553,-3.8473,-0.8626,0.5496
1745410607.7698,-0.9266,-0.1317,10.2137,-1.8931,-0.0840,0.1145
1745410607.8758,-0.8332,-0.3304,9.7133,-2.2443,-1.7634,0.2290
1745410607.9818,-0.8595,-0.4190,10.3262,5.8626,-0.0153,3.8015
1745410608.0878,-0.8523,-0.2658,9.6869,-0.0305,-2.9008,0.8015
1745410608.1939,-0.5387,-0.0814,9.0668,-2.5344,-0.4046,0.2672
1745410608.2999,-0.6225,-0.4310,9.9862,-2.0763,-1.7176,0.5267
1745410608.4059,-0.9098,-0.1796,9.5457,-2.0611,-1.5649,0.6183
1745410608.5119,-0.7638,-0.2801,9.8881,-2.0382,-0.3969,0.5496
1745410608.6180,-0.8930,-0.1437,9.6271,-3.9847,-3.1756,-0.5115
1745410608.7240,-0.7350,-0.4022,9.9240,-3.0305,-1.4351,-0.1374
1745410608.8301,0.6273,0.2418,10.4100,-1.3282,-2.9618,0.3435
1745410608.9361,-0.3352,-0.3017,9.8186,-2.3359,-1.8702,0.6565
1745410609.0422,-0.3543,-0.1891,9.9766,-1.6336,-0.7023,0.4733
1745410609.1482,-0.4046,-0.3041,9.9766,-1.6412,-0.8168,0.4504
1745410609.2543,-0.1987,-0.0168,9.3565,-1.5191,-0.4427,1.1374
1745410609.3604,-0.3041,-0.2945,10.5297,-1.7099,1.8168,1.3130
1745410609.4664,-1.4150,0.3807,9.6582,-3.8244,1.4351,2.5115
1745410609.5724,-0.4860,-0.2107,9.5337,-3.8931,-0.2672,0.4351
1745410609.6811,-0.5459,-0.2370,9.8928,-1.7710,-1.7405,0.6794
1745410609.7871,-0.5100,-0.1556,9.7109,-2.5344,0.1756,0.3206
1745410609.8932,-0.5315,-0.1532,9.6582,-2.0840,-0.0687,0.4504
1745410609.9992,-0.6704,-0.3615,9.6654,-1.9237,-2.2519,0.5954
1745410610.1052,-0.4717,-0.2945,9.9383,-1.8092,-0.9847,0.7634
1745410610.2113,-0.3065,-0.2251,9.4739,-2.4275,1.2061,0.0916
1745410610.3173,-0.4884,-0.0120,9.1889,-2.1679,-0.8015,0.1374
1745410610.4233,-0.7661,-0.3831,10.2783,-1.1450,-2.4122,0.4733
1745410610.5294,-0.7374,-0.4525,10.3334,-1.0382,-1.8397,0.4504
1745410610.6384,-0.5578,-0.2562,9.6295,-2.5954,-0.2137,0.2061
1745410610.7444,-0.3160,-0.2729,10.1418,-2.3664,2.8244,0.2290
1745410610.8531,-0.2011,-0.1939,8.9519,-2.2901,0.9237,0.0763
1745410610.9592,-0.5531,-0.2849,9.4595,-1.7634,-0.4504,0.3435
1745410611.0652,-0.4070,-0.1772,9.4332,-1.7710,-1.0763,0.1908
1745410611.1713,-0.7374,-0.3184,10.3884,-1.4122,-1.6031,0.3740
1745410611.2774,-0.8332,-0.2418,10.1706,-1.9847,-1.0153,0.3664
1745410611.3834,-0.4932,-0.1604,9.5553,-2.2901,1.7863,0.3740
1745410611.4895,-0.0718,-0.2514,9.3972,-2.3740,1.2901,0.1374
1745410611.5955,-0.5148,-0.1197,9.5696,-1.8473,-0.7405,0.2061
1745410611.7015,-0.6752,-0.3089,9.9671,-1.3206,-2.5649,0.6641
1745410611.8076,-0.8475,-0.1532,9.8665,-1.7786,-1.9542,0.4733
1745410611.9136,-0.4645,-0.2969,9.8641,-2.3740,-0.6641,0.3130
1745410612.0197,-0.6536,-0.1125,9.9240,-2.4580,0.7252,0.0458
1745410612.1257,-0.3687,-0.2227,9.1602,-2.2061,1.0153,0.3053
1745410612.2318,-0.6129,-0.2753,9.5577,-1.6794,-1.3664,0.5496
1745410612.3381,-0.4262,-0.2274,9.7085,-1.3435,-1.2672,0.3130
1745410612.4471,-0.6321,-0.2538,10.1801,-1.6641,-2.7939,0.4962
1745410612.5557,-0.6129,-0.4310,9.8019,-1.4733,-0.0916,0.5344
1745410612.6619,-0.6823,-0.2873,10.0197,-1.6870,-1.5878,0.3053
1745410612.7680,-0.4286,-0.1867,9.5768,-2.8550,0.9313,0.3740
1745410612.8740,-0.2298,-0.0790,9.4020,-2.9160,1.3817,-1.7481
