Timestamp,Ax(m/s^2),Ay(m/s^2),Az(m/s^2),Gx(deg/s),Gy(deg/s),Gz(deg/s)
1745409327.4944,0.0934,0.2107,9.8043,-1.8626,-0.7252,0.4046
1745409327.6004,0.0048,0.1844,9.8426,-2.1145,-0.5191,0.2595
1745409327.7065,0.1293,0.2322,9.8354,-2.0840,-0.5802,0.3206
1745409327.8125,0.1772,0.2466,9.7731,-2.1145,-0.6183,0.1374
1745409327.9186,0.1556,0.1844,9.9455,-2.2366,-0.6107,0.1756
1745409328.0246,0.1149,0.2274,9.8904,-1.8550,-0.6794,0.2595
1745409328.1306,0.2682,0.2083,9.8713,-2.3206,-0.7328,0.3206
1745409328.2367,0.2107,0.1963,9.8426,-0.0153,-0.5496,0.1527
1745409328.3427,0.1628,0.2298,9.9072,-2.0153,-0.8473,0.3206
1745409328.4488,0.1532,0.2514,9.9096,-2.0763,-0.8244,0.4733
1745409328.5548,0.1580,0.2586,9.8952,-1.7328,-0.5802,0.3893
1745409328.6608,0.0359,0.1963,9.8258,-2.1450,-0.5802,0.1679
1745409328.7717,0.1676,0.2011,9.6893,-2.2443,-0.8015,0.3130
1745409328.8779,0.1796,0.1700,9.8282,-2.1221,-0.5725,0.1908
1745409328.9877,0.0120,0.1987,9.8617,-3.9008,-0.6260,0.3053
1745409329.0940,0.1125,0.2394,9.8665,-2.0382,-0.5038,0.3893
1745409329.2002,0.2107,0.4094,9.9000,-1.9389,-0.8779,0.2443
1745409329.3069,0.1413,0.2394,9.8282,-2.0458,-0.6489,0.2137
1745409329.4131,0.2514,0.2251,9.7923,-2.0534,-0.7710,0.1832
1745409329.5229,0.0982,0.2538,9.9383,-2.0840,-0.5420,0.3740
1745409329.6317,0.1437,0.2322,9.8138,-2.1756,-0.7710,0.1221
1745409329.7378,0.1676,0.2035,9.7827,-2.0153,-0.6260,0.1374
1745409329.8439,0.1460,0.2179,9.9527,-2.0687,-0.5649,0.4351
1745409329.9499,0.1460,0.2346,9.7636,-2.1908,-0.5496,0.2595
1745409330.0559,0.1844,0.2442,9.8521,-2.1679,-0.5191,0.4351
1745409330.1620,0.1987,0.2418,9.9431,-2.0305,-0.6336,0.3511
1745409330.2680,0.3017,0.1413,9.7588,-1.8702,-0.6260,0.1832
1745409330.3741,0.2849,0.2179,9.9575,-2.0992,-0.6031,0.4198
1745409330.4801,0.1101,0.1915,9.9264,-2.0153,-0.8244,0.2748
1745409330.5861,0.0575,0.1891,9.8521,-3.8550,-0.6870,0.3130
1745409330.6922,0.0790,0.2442,9.8497,-0.0305,-0.6183,0.3359
1745409330.7982,0.2203,0.2107,9.7324,-2.1221,-0.9389,0.3511
1745409330.9043,0.0048,0.1772,9.7875,-1.9847,-0.6565,0.2977
1745409331.0103,0.1077,0.2418,9.8426,-2.2137,-0.8855,0.1603
1745409331.1164,0.1987,0.2634,9.9311,-3.9084,-0.7252,0.3664
1745409331.2224,0.1197,0.1915,9.8857,-2.0534,-0.6489,0.3740
