Timestamp,Ax(m/s^2),Ay(m/s^2),Az(m/s^2),Gx(deg/s),Gy(deg/s),Gz(deg/s)
1745320809.8563,-0.0024,0.1580,9.8785,-1.7328,-0.9771,0.0840
1745320809.9624,0.3783,0.0670,9.5433,-1.8168,-1.0687,1.9160
1745320810.0686,0.2035,0.1532,9.7061,-1.6336,-0.7176,1.9084
1745320810.1760,0.1796,0.1269,9.7516,-1.5496,-1.0382,0.0687
1745320810.2823,0.1724,0.1556,9.6271,-1.5954,-0.7099,0.3740
1745320810.3883,0.0982,0.1963,9.7827,-1.6947,-0.6107,0.0611
1745320810.4952,0.2849,0.1197,9.6558,-1.6412,-1.1069,0.1832
1745320810.6013,0.2227,0.1580,9.6822,-1.8092,-0.7634,0.1985
1745320810.7073,0.2274,0.1748,9.7085,-1.6794,-1.0076,0.3817
1745320810.8133,0.1915,0.2777,9.7875,-1.6794,-0.8397,0.3664
1745320810.9193,0.1437,0.1772,9.7013,-1.8550,-0.7863,0.3435
1745320811.0254,0.1891,0.1341,9.7061,-1.6260,-0.7863,0.3588
1745320811.1314,0.2825,0.1413,9.6391,-1.6489,-0.9389,0.0687
1745320811.2375,0.2227,0.0215,9.6654,-1.4198,-0.9313,0.3969
1745320811.3435,0.2370,0.1939,9.7013,-1.5420,-0.9695,0.3588
1745320811.4495,0.1724,0.0790,9.6462,-1.7481,-0.6565,0.2443
1745320811.5555,0.1963,0.1844,9.7085,-1.5267,-0.8321,0.3740
1745320811.6615,0.2370,0.1820,9.7636,-1.6107,-1.0076,0.3206
1745320811.7676,0.2107,0.1652,9.5864,-1.8015,-0.9542,-0.0229
1745320811.8736,0.2274,0.1508,9.6845,-1.7023,-1.0076,0.4733
1745320811.9796,0.2203,0.1724,9.7300,-1.7099,-1.0611,0.1145
1745320812.0856,0.2897,0.2634,9.7205,-1.6794,-1.0305,0.1679
1745320812.1917,0.1963,0.1652,9.6845,-1.7481,-1.0458,0.3969
1745320812.2977,0.2203,0.2011,9.6486,-1.5649,-0.8244,0.0840
1745320812.4037,0.1676,0.1724,9.6319,-1.6870,-0.8855,0.0992
1745320812.5098,0.1963,0.0120,9.5026,-1.5496,-0.8015,0.0840
1745320812.6158,0.2131,0.1580,9.7252,-1.7939,-1.0534,0.1069
1745320812.7219,0.2346,0.1700,9.7037,-1.6031,-0.8550,0.1374
1745320812.8279,0.2251,0.0311,9.7707,-1.6183,-0.8244,0.2061
1745320812.9341,0.2274,0.1556,9.6654,-1.9084,-0.9695,0.2290
1745320813.0402,0.1939,0.1652,9.6989,-1.7481,-0.8321,0.2137
1745320813.1463,0.2562,0.1939,9.6295,-1.6565,-0.7939,0.1603
1745320813.2525,0.2490,0.1269,9.6558,-1.7557,-0.9618,0.1908
1745320813.3588,0.2562,0.1580,9.6462,-1.5878,-0.9084,0.2977
1745320813.4650,0.1891,0.1891,9.5361,-1.8550,-1.0840,0.2214
1745320813.5711,0.2490,0.1724,9.5217,-1.7328,-0.8397,-0.0382
1745320813.6799,0.1796,0.2083,9.6989,-1.7557,-1.1527,0.2519
1745320813.7859,0.2274,0.1221,9.6031,-1.6641,-0.7405,0.3359
1745320813.8920,0.2107,0.1341,9.7372,-1.5878,-0.8702,0.3893
1745320813.9980,0.2107,0.2083,9.5553,-1.7099,-1.0382,-1.8473
1745320814.1040,0.2035,0.1604,9.6079,-1.6412,-0.8397,0.3053
1745320814.2100,0.1700,0.1700,9.7276,-1.7786,-0.8931,0.2672
1745320814.3161,0.2227,0.1652,9.7276,-1.4885,-0.8626,0.2290
1745320814.4221,0.1748,0.2466,9.6822,-1.6947,-0.9084,0.0992
1745320814.5281,0.2873,0.1652,9.6941,-1.6947,-0.9237,0.2137
1745320814.6341,0.2274,0.0192,9.6199,-1.7557,-0.8397,0.1145
1745320814.7402,0.2418,0.2993,9.7157,-1.7557,-0.9924,0.1374
1745320814.8462,0.2849,0.1604,9.6750,-1.6107,-0.8779,0.2214
1745320814.9522,0.2203,0.1628,9.7013,-1.5191,-0.9008,0.2290
1745320815.0582,0.2538,0.0024,9.6582,-1.7023,-0.9847,0.0382
1745320815.1643,0.2083,0.2083,9.5744,-1.5267,-1.0382,1.9466
1745320815.2703,0.1939,0.2011,9.8019,-1.6565,-0.8473,0.1298
1745320815.3764,0.1652,0.1389,9.7109,-1.6031,-0.9542,0.1908
1745320815.4824,0.1604,0.0072,9.5337,-1.7328,-0.9389,0.1908
1745320815.5884,0.2179,0.1365,9.7133,-1.6031,-1.0000,1.9389
1745320815.6945,0.2083,0.2059,9.6726,-1.7099,-1.0076,0.1221
1745320815.8005,0.2322,0.1915,9.5409,-1.6565,-0.9084,0.1374
1745320815.9066,0.2658,0.1556,9.6893,-1.5496,-0.8550,0.2214
1745320816.0127,0.2322,0.1939,9.6869,-1.5878,-1.0229,0.2137
1745320816.1188,0.2801,0.0311,9.7372,-1.7863,-0.8473,0.2977
1745320816.2250,0.2179,0.1796,9.6917,-1.5954,-1.0382,-1.9466
1745320816.3312,0.2897,0.1580,9.6534,-1.7099,-0.8550,0.3053
1745320816.4372,0.2442,0.2658,9.5600,-1.8015,-0.7557,0.3053
1745320816.5457,0.2346,0.3017,9.7085,-1.6641,-0.8779,0.2748
1745320816.6521,0.1293,0.1437,9.7420,-1.5573,-0.9237,0.2214
1745320816.7581,0.2945,0.1987,9.6798,-1.6489,-0.9237,0.2443
1745320816.8641,0.2873,0.1365,9.6654,-1.6260,-0.8779,0.1069
1745320816.9701,0.1891,0.1676,9.7157,-1.6641,-0.9313,0.3053
1745320817.0761,0.1508,0.1987,9.6702,-1.6336,-0.6947,0.2977
1745320817.1822,0.1748,0.1341,9.7276,-1.7023,-0.8702,0.3282
1745320817.2882,0.1844,0.0335,9.7588,-1.4351,-0.9924,0.1145
1745320817.3942,0.1173,0.1173,9.7923,-1.6870,-1.1145,0.2366
1745320817.5003,0.1676,0.1269,9.7181,-1.7786,-1.2595,0.2672
1745320817.6063,0.1484,0.1700,9.6319,-1.5344,-0.8244,0.2977
1745320817.7123,0.2490,0.1939,9.6798,-1.7405,-0.7634,0.2748
1745320817.8183,0.1772,0.2394,9.7516,-1.6794,-0.9924,1.9084
1745320817.9243,0.1556,0.1389,9.6774,-1.5878,-0.9160,0.3817
1745320818.0305,0.2586,0.2131,9.7037,-1.6183,-0.9924,-1.9466
1745320818.1390,0.1796,0.2059,9.6702,-1.6718,-0.8092,0.3053
1745320818.2470,0.2466,0.1269,9.6702,-1.4885,-1.0458,0.2824
1745320818.3531,0.0694,0.0359,9.7468,-1.7634,-0.9160,0.1908
1745320818.4592,0.2107,0.1556,9.7540,-1.7405,-0.9847,-0.0305
1745320818.5653,0.1724,0.1652,9.7157,-1.4962,-1.0840,0.0687
1745320818.6717,0.2203,0.1628,9.6606,-1.6260,-0.9618,-1.9160
1745320818.7777,0.2083,0.2179,9.8043,-1.6947,-1.0458,0.3053
1745320818.8837,0.1867,0.1939,9.7396,-1.6565,-0.8321,0.1221
1745320818.9898,0.2682,0.1556,9.6247,-1.7023,-0.8473,0.2290
1745320819.0958,0.2274,0.1389,9.7061,-1.6718,-0.6870,0.1221
1745320819.2018,0.2179,0.1652,9.7636,-1.6107,-0.8244,0.1756
1745320819.3079,0.1796,0.2274,9.7612,-1.7481,-0.9313,0.1145
1745320819.4139,0.2179,0.1987,9.6845,-1.6489,-0.7786,0.0916
1745320819.5199,0.2035,0.1724,9.6750,-1.5725,-0.9771,0.2290
1745320819.6260,0.0215,0.1867,9.6199,-1.7023,-1.0382,0.0153
