Timestamp,Ax(m/s^2),Ay(m/s^2),Az(m/s^2),Gx(deg/s),Gy(deg/s),Gz(deg/s)
1745409570.4513,0.3950,0.1748,10.4076,-4.3282,-0.8931,0.8779
1745409570.5573,1.4269,0.7470,8.5641,-0.2672,-0.5573,0.9160
1745409570.6634,0.5124,-0.3352,11.9327,-0.3053,1.9695,0.8244
1745409570.7694,-0.2969,-0.5674,10.3549,-3.4809,2.2137,1.2672
1745409570.8755,-0.8164,0.6416,8.1044,-2.6489,-5.5344,0.8244
1745409570.9815,0.4357,-0.2298,10.1849,-3.2214,-6.3282,0.0153
1745409571.0875,0.7542,0.1077,11.0516,-1.4427,-3.6183,0.6336
1745409571.1935,1.1205,1.3192,10.0149,-3.3511,5.1908,0.7557
1745409571.2996,-0.5698,0.0527,14.3365,-4.5725,-2.7023,1.5573
1745409571.4056,0.8499,0.5507,8.3821,-3.5115,2.0000,-1.7252
1745409571.5117,1.1732,2.8323,8.1666,-0.6336,0.4122,-0.0534
1745409571.6178,-0.4860,1.4269,10.1275,-4.2519,4.3511,0.4046
1745409571.7238,-0.4908,1.7573,8.7891,-1.2137,-2.6641,0.5191
1745409571.8328,0.7494,0.9697,9.7324,-2.1603,-3.4046,-0.1374
1745409571.9389,-0.3998,1.3408,11.1330,0.3282,-3.9695,1.1679
1745409572.0449,0.2179,2.1548,7.7907,1.9008,-3.1145,0.2366
1745409572.1510,0.5076,0.8906,9.9096,-0.9237,-0.7939,-0.1756
1745409572.2570,0.0479,1.9106,10.1275,-2.3511,-2.0305,1.2519
1745409572.3630,0.2849,0.4669,9.9264,-4.2595,0.9847,-1.0153
1745409572.4690,0.3112,0.6704,9.0884,-3.4885,1.4656,-0.4809
1745409572.5751,0.1149,0.6273,9.6678,-3.1756,-0.0687,2.3969
1745409572.6811,-0.5195,1.0463,9.5098,-1.4427,-2.5573,-0.1603
1745409572.7871,0.5459,1.0008,8.8131,-0.5191,0.3053,-1.1298
1745409572.8932,0.6895,0.7015,10.2280,-1.4656,-0.6031,1.6794
1745409572.9995,0.2658,0.9266,10.3094,-3.3740,0.3893,-0.6794
1745409573.1057,0.0766,0.4286,9.8282,-3.5954,-0.3130,-0.4580
1745409573.2119,0.1365,0.3903,9.5241,-3.4122,-0.7252,0.8931
1745409573.3180,-0.2203,0.3136,9.6103,-2.0305,0.1756,0.1756
1745409573.4246,0.0790,-0.2777,10.1179,-0.8931,-0.6565,0.0382
1745409573.5307,0.4501,0.0599,9.9647,-1.8168,-0.1527,0.7099
1745409573.6367,0.6416,0.2298,9.4643,-2.9084,-0.0153,0.0382
1745409573.7428,0.0000,0.2705,9.3829,-1.3969,-1.6183,0.6718
1745409573.8488,-0.3496,0.4525,10.2304,-2.2443,0.0458,0.3817
1745409573.9548,-0.0192,0.4980,10.0676,-3.1221,-0.3053,-0.3893
1745409574.0609,0.1460,0.1053,9.8043,-2.8015,-2.0763,0.8550
1745409574.1669,0.3759,0.0838,9.9671,-1.7786,-2.4656,0.2061
1745409574.2730,0.7063,-0.1413,9.6702,-2.3130,-0.4504,-0.5038
1745409574.3790,0.3879,0.0335,9.7276,-3.7939,0.1832,0.0534
1745409574.4850,-0.5674,0.1245,9.7564,-2.3206,-0.7176,1.0305
1745409574.5910,-0.3112,0.1915,9.2608,-1.7252,-0.5496,-0.3053
1745409574.6970,0.2777,-0.2131,10.0389,-1.2824,-1.7710,-1.9237
1745409574.8032,0.7254,-0.2227,9.7707,-3.2748,-1.3893,0.3359
1745409574.9094,0.5962,-0.0383,9.3589,-2.0992,0.7252,1.9237
1745409575.0156,-0.1844,-0.2658,10.2400,-2.0458,-2.0687,0.0382
1745409575.1217,-0.0263,-0.1460,10.1347,-2.9008,0.8702,1.9466
1745409575.2309,0.1437,-0.0958,9.4284,-2.8015,0.4122,0.6718
1745409575.3397,-0.0311,0.0718,9.4308,0.6641,-1.3817,1.1527
1745409575.4458,0.3376,-0.0503,10.0078,-0.6412,-1.0840,-0.4504
1745409575.5527,0.6943,-0.2203,9.3925,-3.5649,-1.9542,-0.2443
1745409575.6587,-0.0479,-0.2035,9.7444,-3.3282,-1.1221,0.7481
1745409575.7648,-0.3903,-0.0263,10.3118,-1.0916,-1.4427,1.8779
1745409575.8708,0.0599,-0.2107,10.2520,-1.1756,-0.5878,-0.0534
1745409575.9768,0.7302,-0.1293,10.2639,-2.4275,-1.6947,0.6183
1745409576.0829,0.4357,0.0934,9.6343,-3.4656,0.0382,1.9389
1745409576.1889,-0.1053,-0.1939,9.5744,-1.8321,-3.8855,1.9466
1745409576.2949,0.0814,-0.2562,11.2671,-0.2519,-0.2824,0.2595
1745409576.4010,-0.3376,0.1437,9.8450,-2.2672,0.9160,-0.2061
1745409576.5070,0.1700,-0.2011,9.5816,-2.4046,0.4733,-0.8244
1745409576.6157,0.3735,-0.7254,10.4267,-1.5649,-0.4580,-0.3130
1745409576.7225,0.4453,0.1173,9.5122,-2.9389,3.0534,-0.9618
1745409576.8293,-0.0239,0.1269,10.2232,-0.6336,0.1298,-0.8397
1745409576.9354,-0.0814,-0.5746,10.7236,-3.8931,1.8931,-1.0305
1745409577.0415,0.3687,-0.3711,10.0030,-3.0000,-0.7099,-0.4809
1745409577.1476,0.2825,0.1628,9.0788,-0.6794,-2.3817,-0.4809
1745409577.2537,-0.3208,-0.0144,10.9750,-0.4504,-0.0763,-1.2672
1745409577.3597,0.1987,0.1030,10.5560,-3.0153,0.2137,-0.8702
1745409577.4657,0.5411,-0.0024,8.8609,-2.9160,0.4504,-0.5878
1745409577.5718,0.3400,-0.2298,9.4188,-1.3511,-2.8397,-1.2519
1745409577.6778,0.6177,0.0024,9.7037,-1.8550,1.1145,-0.6031
1745409577.7838,-0.1484,0.0431,10.6135,-1.5191,-3.0153,-0.0992
1745409577.8899,0.1724,0.1891,9.3901,-3.0687,0.0229,-1.3206
1745409577.9959,0.0000,-0.7614,9.9144,-1.8168,-1.1985,0.1298
1745409578.1019,0.0694,-0.0072,10.8649,-1.4046,-2.0458,-0.2366
1745409578.2080,0.2969,0.0024,9.0525,-1.8550,-1.9695,-0.6947
1745409578.3141,0.6512,-0.1508,10.5656,-2.4198,-1.3053,0.6947
1745409578.4201,0.2945,-0.2298,10.6781,-3.1985,3.6489,-0.2672
1745409578.5261,0.1269,0.1820,8.6000,-2.3130,4.5115,0.6031
1745409578.6322,-0.0622,0.0886,9.1051,-1.7557,-1.7405,1.0229
1745409578.7384,-0.0862,-0.1915,10.2592,-1.5573,-3.7786,0.9695
1745409578.8444,0.0575,-0.1437,10.8793,-3.3435,-3.5649,1.0000
1745409578.9505,0.4477,-0.0910,9.5337,-3.7405,1.6870,1.0305
1745409579.0569,0.0742,-0.0192,10.4411,-5.7328,1.0000,1.9237
1745409579.1630,-0.4525,-0.2035,11.0085,-2.9847,0.6260,1.7023
1745409579.2690,-0.2729,-0.5914,12.1027,-3.7939,-0.8779,1.9313
1745409579.3751,0.0982,-0.2562,11.4299,1.1298,-6.1069,1.4275
1745409579.4811,0.7254,0.6560,6.8905,-3.5878,1.2061,1.5344
1745409579.5872,0.3903,-0.5938,11.1067,-3.4122,1.7328,2.0916
1745409579.6932,0.7374,0.0958,9.0764,1.8702,-3.8244,1.6260
1745409579.7992,-0.2610,-0.2538,11.9662,-2.2748,0.9924,2.5420
1745409579.9052,-0.0024,0.2921,8.8562,-3.1908,0.7099,2.2443
1745409580.0113,0.1652,-0.1748,10.4674,-1.8168,-3.7328,2.0840
1745409580.1173,0.2658,-0.6297,10.8386,-2.5420,-1.3359,2.4046
1745409580.2234,0.8667,-0.4549,10.0078,-3.6489,3.9847,2.5267
1745409580.3294,0.2586,0.0575,9.0309,-2.7023,0.8473,2.6641
1745409580.4355,-0.0646,-0.2203,10.8457,-3.8244,-1.6718,2.1298
1745409580.5416,-0.4429,-0.2011,10.2520,-1.2443,-2.8397,2.6870
1745409580.6478,0.0599,-0.3376,10.4004,-2.4275,-3.0000,2.1679
1745409580.7539,0.4669,-0.1460,10.3980,-3.0611,0.3817,2.3511
1745409580.8599,0.2586,-0.8787,7.7141,-1.7786,-0.7634,3.4275
1745409580.9660,0.8954,-0.3424,9.3733,0.7557,1.8779,2.7481
1745409581.0729,0.5507,-0.8380,8.2241,0.7557,-0.1832,1.9847
1745409581.1789,0.0192,-0.6752,10.0437,5.4122,-3.6489,5.3282
